datetime,Living room,Bedroom,Bathroom,Kitchen,Hallway
2019-12-23 07:28:39.078021400+00:00,,,,,0.0
2019-12-23 07:28:59.481010800+00:00,,,0.0,,
2019-12-23 07:29:46.276080+00:00,,,1.0,,
2019-12-23 07:29:47.169032700+00:00,,,,,1.0
2019-12-23 07:30:57.566033200+00:00,1.0,,,,
2019-12-23 07:31:51.798064900+00:00,,,0.0,,
2019-12-23 07:31:52.056047900+00:00,,,,,0.0
2019-12-23 07:32:46.111051900+00:00,0.0,,,,
2019-12-23 07:33:09.108024600+00:00,1.0,,,,
2019-12-23 07:34:10.379024300+00:00,0.0,,,,
2019-12-23 07:34:49.475025800+00:00,1.0,,,,
2019-12-23 07:36:28.468048400+00:00,,,,,1.0
2019-12-23 07:37:24.137069400+00:00,0.0,,,,
2019-12-23 07:37:29.339040600+00:00,,,,,0.0
2019-12-23 08:14:19.679097700+00:00,,,,,1.0
2019-12-23 08:14:23.637043800+00:00,1.0,,,,
2019-12-23 08:15:42.701071600+00:00,,,1.0,,
2019-12-23 08:16:13.351033900+00:00,0.0,,,,
2019-12-23 08:16:22.269043900+00:00,,,,,0.0
2019-12-23 08:16:43.679011+00:00,,,0.0,,
2019-12-23 08:17:45.937098700+00:00,,,1.0,,
2019-12-23 08:17:49.501090500+00:00,,,,,1.0
2019-12-23 08:17:53.458021500+00:00,1.0,,,,
2019-12-23 08:18:46.717090700+00:00,,,0.0,,
2019-12-23 08:18:54.348095600+00:00,0.0,,,,
2019-12-23 08:19:09.295046500+00:00,,,,,0.0
2019-12-23 09:05:22.178004400+00:00,1.0,,,,
2019-12-23 09:05:34.862028200+00:00,,,,,1.0
2019-12-23 09:06:04.427054+00:00,,,,1.0,
2019-12-23 09:06:34.988021200+00:00,,,,,0.0
2019-12-23 09:06:40.068045700+00:00,0.0,,,,
2019-12-23 09:06:43.412045300+00:00,1.0,,,,
2019-12-23 09:07:44.078073100+00:00,0.0,,,,
2019-12-23 09:13:45.386073100+00:00,,,,0.0,
2019-12-23 09:15:22.127099900+00:00,,,,1.0,
2019-12-23 09:18:46.100001800+00:00,1.0,,,,
2019-12-23 09:18:51.660045800+00:00,,,,,1.0
2019-12-23 09:18:55.773087300+00:00,,1.0,,,
2019-12-23 09:19:47.057019100+00:00,0.0,,,,
2019-12-23 09:19:51.964090900+00:00,,,,,0.0
2019-12-23 09:21:01.377011400+00:00,,,,0.0,
2019-12-23 09:24:26.528072600+00:00,,,,,1.0
2019-12-23 09:24:42.318063700+00:00,1.0,,,,
2019-12-23 09:24:42.499044400+00:00,,,1.0,,
2019-12-23 09:25:18.978066200+00:00,,0.0,,,
2019-12-23 09:27:18.942095100+00:00,,,,,0.0
2019-12-23 09:27:21.301095500+00:00,,,0.0,,
2019-12-23 09:27:47.029041500+00:00,0.0,,,,
2019-12-23 09:39:13.624061100+00:00,,,,1.0,
2019-12-23 09:43:37.541078800+00:00,1.0,,,,
2019-12-23 09:43:43.284042400+00:00,,,,,1.0
2019-12-23 09:44:38.026011900+00:00,0.0,,,,
2019-12-23 09:44:56.939025800+00:00,,,,,0.0
2019-12-23 09:46:49.636028100+00:00,,,,0.0,
2019-12-23 09:48:10.336074200+00:00,,,,,1.0
2019-12-23 09:48:12.826060900+00:00,,,1.0,,
2019-12-23 09:48:13.849047700+00:00,1.0,,,,
2019-12-23 09:48:21.407002900+00:00,,,,1.0,
2019-12-23 09:49:10.951006400+00:00,,,,,0.0
2019-12-23 09:49:13.330047900+00:00,,,0.0,,
2019-12-23 09:49:14.255059900+00:00,0.0,,,,
2019-12-23 09:52:22.327085100+00:00,,,,0.0,
2019-12-23 09:55:14.914069400+00:00,,,,1.0,
2019-12-23 10:01:11.959037100+00:00,1.0,,,,
2019-12-23 10:01:17.456029100+00:00,,,,,1.0
2019-12-23 10:01:20.221054100+00:00,,,1.0,,
2019-12-23 10:02:12.260005700+00:00,0.0,,,,
2019-12-23 10:02:17.988016+00:00,,,,,0.0
2019-12-23 10:02:20.264058700+00:00,,,0.0,,
2019-12-23 10:03:38.186040200+00:00,,,1.0,,
2019-12-23 10:03:39.468097200+00:00,,,,,1.0
2019-12-23 10:04:12.868012300+00:00,1.0,,,,
2019-12-23 10:04:52.576085+00:00,,,,0.0,
2019-12-23 10:04:58.279027100+00:00,,,0.0,,
2019-12-23 10:05:06.181041500+00:00,,,,,0.0
2019-12-23 10:05:13.249080300+00:00,0.0,,,,
2019-12-23 10:07:20.289064200+00:00,,,,1.0,
2019-12-23 10:08:07.450019400+00:00,1.0,,,,
2019-12-23 10:08:22.067047300+00:00,,,,,1.0
2019-12-23 10:09:08.254010500+00:00,0.0,,,,
2019-12-23 10:09:23.172044800+00:00,,,,,0.0
2019-12-23 10:11:20.316064+00:00,,,,0.0,
2019-12-23 11:19:23.477044400+00:00,,,,,1.0
2019-12-23 11:20:11.642021+00:00,,1.0,,,
2019-12-23 11:20:13.469053500+00:00,1.0,,,,
2019-12-23 11:21:12.236080700+00:00,,0.0,,,
2019-12-23 11:21:41.120095500+00:00,,,,,0.0
2019-12-23 11:21:52.776084500+00:00,,,,,1.0
2019-12-23 11:22:32.194038500+00:00,0.0,,,,
2019-12-23 11:22:52.866091+00:00,,,,,0.0
2019-12-23 11:23:34.005033900+00:00,,,,,1.0
2019-12-23 11:23:48.231077700+00:00,,1.0,,,
2019-12-23 11:24:10.337031100+00:00,1.0,,,,
2019-12-23 11:24:49.206056100+00:00,,0.0,,,
2019-12-23 11:24:58.901050600+00:00,,,,,0.0
2019-12-23 11:25:55.195096900+00:00,0.0,,,,
2019-12-23 11:48:04.236016200+00:00,,,,1.0,
2019-12-23 11:52:06.863028300+00:00,1.0,,,,
2019-12-23 11:52:14.431012900+00:00,,,,,1.0
2019-12-23 11:52:15.576018100+00:00,,,1.0,,
2019-12-23 11:53:06.973039400+00:00,0.0,,,,
2019-12-23 11:53:14.831050200+00:00,,,,,0.0
2019-12-23 11:53:16.183062100+00:00,,,0.0,,
2019-12-23 11:55:17.289054700+00:00,,,,0.0,
2019-12-23 11:59:53.867050800+00:00,,,1.0,,
2019-12-23 12:02:43.680012700+00:00,,,,,1.0
2019-12-23 12:02:57.492039300+00:00,1.0,,,,
2019-12-23 12:03:24.414097+00:00,,,0.0,,
2019-12-23 12:03:44.080084700+00:00,,,,,0.0
2019-12-23 12:03:57.917091300+00:00,0.0,,,,
2019-12-23 12:24:40.910045900+00:00,1.0,,,,
2019-12-23 12:24:46.531054+00:00,,,,,1.0
2019-12-23 12:25:41.904045300+00:00,0.0,,,,
2019-12-23 12:25:47.145089400+00:00,,,,,0.0
2019-12-23 12:40:49.094034400+00:00,1.0,,,,
2019-12-23 12:40:49.793006600+00:00,,,,,1.0
2019-12-23 12:41:48.082050100+00:00,,,,1.0,
2019-12-23 12:41:50.119039900+00:00,0.0,,,,
2019-12-23 12:41:52.781080+00:00,,,,,0.0
2019-12-23 12:50:51.579057400+00:00,,,,0.0,
2019-12-23 13:04:46.892068400+00:00,,,,1.0,
2019-12-23 13:09:10.439072700+00:00,,,,0.0,
2019-12-23 13:12:51.991056600+00:00,,,,1.0,
2019-12-23 13:13:46.817016500+00:00,1.0,,,,
2019-12-23 13:14:46.828027800+00:00,0.0,,,,
2019-12-23 13:16:52.454091+00:00,,,,0.0,
2019-12-23 13:45:16.771052600+00:00,1.0,,,,
2019-12-23 13:45:23.086035600+00:00,,,,,1.0
2019-12-23 13:46:17.087037800+00:00,0.0,,,,
2019-12-23 13:46:23.979047300+00:00,,,,,0.0
2019-12-23 13:49:03.615089800+00:00,,,,,1.0
2019-12-23 13:49:12.599088200+00:00,1.0,,,,
2019-12-23 13:50:03.968079200+00:00,,,,,0.0
2019-12-23 13:50:23.830010+00:00,0.0,,,,
2019-12-23 15:04:53.928006+00:00,1.0,,,,
2019-12-23 15:05:00.577082100+00:00,,,,,1.0
2019-12-23 15:05:04.422010+00:00,,,1.0,,
2019-12-23 15:05:55.005051500+00:00,0.0,,,,
2019-12-23 15:06:00.888033800+00:00,,,,,0.0
2019-12-23 15:06:50.170033+00:00,,,0.0,,
2019-12-23 15:07:03.574094+00:00,,,1.0,,
2019-12-23 15:07:42.997009200+00:00,,,,,1.0
2019-12-23 15:07:47.865027100+00:00,1.0,,,,
2019-12-23 15:08:22.142000400+00:00,,,0.0,,
2019-12-23 15:08:24.750065500+00:00,,,1.0,,
2019-12-23 15:09:16.641091400+00:00,,,,,0.0
2019-12-23 15:09:25.137001300+00:00,,,0.0,,
2019-12-23 15:09:25.895028700+00:00,0.0,,,,
2019-12-23 15:46:48.354079800+00:00,1.0,,,,
2019-12-23 15:47:05.555022400+00:00,,,,1.0,
2019-12-23 15:47:48.987012400+00:00,0.0,,,,
2019-12-23 15:51:59.061072800+00:00,,,,0.0,
2019-12-23 16:50:59.296080300+00:00,1.0,,,,
2019-12-23 16:51:05.381073900+00:00,,,,,1.0
2019-12-23 16:51:08.379021300+00:00,,,1.0,,
2019-12-23 16:52:05.781030600+00:00,,,,,0.0
2019-12-23 16:52:09.010098800+00:00,,,0.0,,
2019-12-23 16:52:52.903066200+00:00,,,1.0,,
2019-12-23 16:52:54.225023500+00:00,,,,,1.0
2019-12-23 16:52:59.662021+00:00,0.0,,,,
2019-12-23 16:54:18.737064400+00:00,,,0.0,,
2019-12-23 16:54:20.763081+00:00,,,,,0.0
2019-12-23 16:57:34.601029700+00:00,,,,,1.0
2019-12-23 16:57:41.740073400+00:00,1.0,,,,
2019-12-23 16:58:35.539029400+00:00,,,,,0.0
2019-12-23 16:58:42.650031800+00:00,0.0,,,,
2019-12-23 17:37:25.983097+00:00,,,,1.0,
2019-12-23 17:40:45.138076600+00:00,1.0,,,,
2019-12-23 17:41:45.645045400+00:00,0.0,,,,
2019-12-23 17:42:11.201069200+00:00,1.0,,,,
2019-12-23 17:42:17.645023800+00:00,,,,,1.0
2019-12-23 17:42:20.229069300+00:00,,,1.0,,
2019-12-23 17:43:18.463074+00:00,,,,,0.0
2019-12-23 17:43:20.690078800+00:00,,,0.0,,
2019-12-23 17:43:31.958045200+00:00,0.0,,,,
2019-12-23 17:49:33.665097500+00:00,1.0,,,,
2019-12-23 17:49:39.051030800+00:00,,,,,1.0
2019-12-23 17:49:42.267099600+00:00,,,1.0,,
2019-12-23 17:50:39.741039500+00:00,,,,,0.0
2019-12-23 17:50:42.944033500+00:00,,,0.0,,
2019-12-23 17:50:52.375014400+00:00,,,1.0,,
2019-12-23 17:51:15.845022900+00:00,0.0,,,,
2019-12-23 17:51:17.366051200+00:00,,,,,1.0
2019-12-23 17:51:30.431023+00:00,1.0,,,,
2019-12-23 17:52:18.651051900+00:00,,,0.0,,
2019-12-23 17:52:30.861020300+00:00,0.0,,,,
2019-12-23 17:52:38.461046900+00:00,,,,,0.0
2019-12-23 17:56:01.921009200+00:00,,,,0.0,
2019-12-23 19:17:36.500076+00:00,,,,1.0,
2019-12-23 19:30:04.872082400+00:00,,,,0.0,
2019-12-23 19:44:13.466075900+00:00,,,,1.0,
2019-12-23 19:48:52.104085700+00:00,,,,0.0,
2019-12-23 20:16:14.353009+00:00,1.0,,,,
2019-12-23 20:16:20.157096100+00:00,,,,,1.0
2019-12-23 20:17:14.757049400+00:00,0.0,,,,
2019-12-23 20:17:20.548030+00:00,,,,,0.0
2019-12-23 20:19:52.623049400+00:00,,,,,1.0
2019-12-23 20:20:00.009080700+00:00,1.0,,,,
2019-12-23 20:20:53.333056300+00:00,,,,,0.0
2019-12-23 20:21:00.514008600+00:00,0.0,,,,
2019-12-23 21:01:13.156070600+00:00,1.0,,,,
2019-12-23 21:01:26.417013500+00:00,,,,,1.0
2019-12-23 21:01:28.780097400+00:00,,,1.0,,
2019-12-23 21:02:13.696038300+00:00,0.0,,,,
2019-12-23 21:02:27.497051400+00:00,,,,,0.0
2019-12-23 21:02:29.651064800+00:00,,,0.0,,
2019-12-23 21:08:20.152026500+00:00,,,1.0,,
2019-12-23 21:12:06.667095+00:00,,,0.0,,
2019-12-23 21:15:38.268062700+00:00,,,1.0,,
2019-12-23 21:16:37.479063300+00:00,,,,,1.0
2019-12-23 21:20:02.494011100+00:00,,,,,0.0
2019-12-23 21:20:34.811066800+00:00,,,,,1.0
2019-12-23 21:22:00.882036600+00:00,1.0,,,,
2019-12-23 21:22:04.667080700+00:00,,1.0,,,
2019-12-23 21:22:25.663071200+00:00,,,0.0,,
2019-12-23 21:22:30.072093700+00:00,,,1.0,,
2019-12-23 21:23:05.928071900+00:00,,0.0,,,
2019-12-23 21:23:24.491078200+00:00,,,,,0.0
2019-12-23 21:23:25.400008500+00:00,0.0,,,,
2019-12-23 21:23:30.667062300+00:00,,,0.0,,
2019-12-23 21:27:28.551077100+00:00,1.0,,,,
2019-12-23 21:28:31.679010100+00:00,,,1.0,,
2019-12-23 21:28:33.720009500+00:00,,,,,1.0
2019-12-23 21:29:16.672037300+00:00,0.0,,,,
2019-12-23 21:29:32.398089400+00:00,,,0.0,,
2019-12-23 21:29:34.266048900+00:00,,,,,0.0
2019-12-23 21:30:13.193027600+00:00,,,1.0,,
2019-12-23 21:30:19.138081100+00:00,,,,,1.0
2019-12-23 21:32:40.468018700+00:00,,,,,0.0
2019-12-23 21:33:17.376099900+00:00,,,0.0,,
2019-12-23 21:33:48.380022700+00:00,,,1.0,,
2019-12-23 21:37:05.728000600+00:00,,,0.0,,
2019-12-23 21:37:20.802096600+00:00,,,1.0,,
2019-12-23 21:38:21.606050100+00:00,,,0.0,,
2019-12-23 21:38:42.498079100+00:00,,,1.0,,
2019-12-23 21:43:26.992047800+00:00,,,,,1.0
2019-12-23 21:43:30.761084500+00:00,1.0,,,,
2019-12-23 21:43:38.369006600+00:00,,1.0,,,
2019-12-23 21:44:01.631023400+00:00,,,0.0,,
2019-12-23 21:44:27.463092600+00:00,,,,,0.0
2019-12-23 21:44:31.660026300+00:00,0.0,,,,
2019-12-23 21:45:51.927092700+00:00,,0.0,,,
2019-12-23 23:40:39.342030+00:00,1.0,,,,
2019-12-23 23:42:02.308022200+00:00,0.0,,,,
2019-12-24 00:52:09.495094200+00:00,,1.0,,,
2019-12-24 00:53:02.819047200+00:00,,,,,1.0
2019-12-24 00:53:05.819074600+00:00,1.0,,,,
2019-12-24 00:53:08.445029+00:00,,,1.0,,
2019-12-24 00:53:22.593012900+00:00,,0.0,,,
2019-12-24 00:54:03.272081400+00:00,,,,,0.0
2019-12-24 00:54:06.231060100+00:00,0.0,,,,
2019-12-24 00:54:09.369060300+00:00,,,0.0,,
2019-12-24 00:56:08.303096600+00:00,,,1.0,,
2019-12-24 00:56:50.591017500+00:00,,,,,1.0
2019-12-24 00:56:52.779065800+00:00,1.0,,,,
2019-12-24 00:57:11.454035600+00:00,,,,1.0,
2019-12-24 00:57:32.100098400+00:00,,,0.0,,
2019-12-24 00:57:51.027056800+00:00,,,,,0.0
2019-12-24 00:57:53.490089100+00:00,0.0,,,,
2019-12-24 00:59:15.224020700+00:00,1.0,,,,
2019-12-24 00:59:20.014052100+00:00,,,1.0,,
2019-12-24 00:59:22.035057600+00:00,,,,,1.0
2019-12-24 01:00:16.469074700+00:00,0.0,,,,
2019-12-24 01:00:22.250016800+00:00,,,,,0.0
2019-12-24 01:01:19.081020800+00:00,,,0.0,,
2019-12-24 01:02:04.107054900+00:00,,,1.0,,
2019-12-24 01:02:15.023076300+00:00,,,,,1.0
2019-12-24 01:03:01.568040200+00:00,,,,0.0,
2019-12-24 01:03:05.365014200+00:00,,,0.0,,
2019-12-24 01:03:16.029038+00:00,,,,,0.0
2019-12-24 01:04:04.435083700+00:00,,,1.0,,
2019-12-24 01:04:41.037027500+00:00,,,,,1.0
2019-12-24 01:04:52.298085600+00:00,1.0,,,,
2019-12-24 01:04:53.614046800+00:00,,1.0,,,
2019-12-24 01:05:26.359074300+00:00,,,0.0,,
2019-12-24 01:05:42.348007+00:00,,,,,0.0
2019-12-24 01:05:53.492064900+00:00,0.0,,,,
2019-12-24 01:06:26.781003900+00:00,,0.0,,,
2019-12-24 01:36:22.702019+00:00,1.0,,,,
2019-12-24 01:37:24.918061300+00:00,0.0,,,,
2019-12-24 01:38:44.066091400+00:00,1.0,,,,
2019-12-24 01:38:51.971091800+00:00,,1.0,,,
2019-12-24 01:39:44.189085200+00:00,0.0,,,,
2019-12-24 01:40:14.870095200+00:00,1.0,,,,
2019-12-24 01:41:08.772059600+00:00,,0.0,,,
2019-12-24 01:41:15.464079100+00:00,0.0,,,,
2019-12-24 01:45:37.368086200+00:00,1.0,,,,
2019-12-24 01:46:00.889089900+00:00,,1.0,,,
2019-12-24 01:46:38.189048800+00:00,0.0,,,,
2019-12-24 01:47:01.514000+00:00,,0.0,,,
2019-12-24 01:47:58.802080700+00:00,,1.0,,,
2019-12-24 01:48:07.429072300+00:00,1.0,,,,
2019-12-24 01:48:59.520051100+00:00,,0.0,,,
2019-12-24 01:49:08.453029600+00:00,0.0,,,,
2019-12-24 02:54:42.657067400+00:00,,1.0,,,
2019-12-24 02:55:43.480010500+00:00,,0.0,,,
2019-12-24 05:08:29.247030400+00:00,,1.0,,,
2019-12-24 05:09:50.685006600+00:00,,0.0,,,
2019-12-24 05:33:23.584005900+00:00,,1.0,,,
2019-12-24 05:34:51.642014200+00:00,,0.0,,,
2019-12-24 07:21:10.383018400+00:00,,1.0,,,
2019-12-24 07:22:45.045003600+00:00,,,,,1.0
2019-12-24 07:22:47.001014500+00:00,1.0,,,,
2019-12-24 07:22:51.895090600+00:00,,,1.0,,
2019-12-24 07:23:29.636092400+00:00,,0.0,,,
2019-12-24 07:23:45.892007200+00:00,,,,,0.0
2019-12-24 07:23:48.182019800+00:00,0.0,,,,
2019-12-24 07:24:30.593090800+00:00,,,0.0,,
2019-12-24 07:25:23.154031800+00:00,,,1.0,,
2019-12-24 07:30:28.864091900+00:00,,,0.0,,
2019-12-24 07:30:31.138031100+00:00,,,1.0,,
2019-12-24 07:32:03.857034500+00:00,,,0.0,,
2019-12-24 07:32:20.397082600+00:00,,,1.0,,
2019-12-24 07:33:20.827038200+00:00,,,0.0,,
2019-12-24 07:33:41.979020400+00:00,,,1.0,,
2019-12-24 07:37:29.825045500+00:00,,,0.0,,
2019-12-24 07:38:07.951085500+00:00,,,1.0,,
2019-12-24 07:43:36.095063600+00:00,1.0,,,,
2019-12-24 07:43:59.576000500+00:00,,,0.0,,
2019-12-24 07:44:24.824056300+00:00,,,1.0,,
2019-12-24 07:44:36.876035200+00:00,0.0,,,,
2019-12-24 07:47:30.485091600+00:00,,,,,1.0
2019-12-24 07:48:21.331030+00:00,1.0,,,,
2019-12-24 07:49:12.618076600+00:00,,,,,0.0
2019-12-24 07:49:26.832072800+00:00,,,0.0,,
2019-12-24 07:50:25.878067800+00:00,0.0,,,,
2019-12-24 07:51:22.530035400+00:00,1.0,,,,
2019-12-24 07:52:55.132069300+00:00,0.0,,,,
2019-12-24 07:53:11.146058+00:00,1.0,,,,
2019-12-24 07:53:19.639029100+00:00,,,,,1.0
2019-12-24 07:54:12.134072200+00:00,0.0,,,,
2019-12-24 07:54:21.142092900+00:00,,,,,0.0
2019-12-24 09:18:55.862030300+00:00,,,,,1.0
2019-12-24 09:19:36.489030600+00:00,1.0,,,,
2019-12-24 09:20:25.807066300+00:00,,,,,0.0
2019-12-24 09:20:48.470019900+00:00,,,,1.0,
2019-12-24 09:21:01.844078100+00:00,0.0,,,,
2019-12-24 09:29:19.112004400+00:00,,,,0.0,
2019-12-24 09:32:36.079018+00:00,1.0,,,,
2019-12-24 09:32:42.479062500+00:00,,,,,1.0
2019-12-24 09:32:47.865076600+00:00,,,1.0,,
2019-12-24 09:33:48.707064600+00:00,,,0.0,,
2019-12-24 09:34:00.774008800+00:00,,,,,0.0
2019-12-24 09:34:08.071005700+00:00,0.0,,,,
2019-12-24 09:36:42.881044100+00:00,1.0,,,,
2019-12-24 09:36:50.709009500+00:00,,,1.0,,
2019-12-24 09:36:51.219012300+00:00,,,,,1.0
2019-12-24 09:37:01.438036300+00:00,,1.0,,,
2019-12-24 09:38:25.691033900+00:00,,,0.0,,
2019-12-24 09:38:45.760005700+00:00,,,,,0.0
2019-12-24 09:39:00.807048800+00:00,0.0,,,,
2019-12-24 09:40:22.171013100+00:00,,,,,1.0
2019-12-24 09:40:38.386021500+00:00,,,1.0,,
2019-12-24 09:40:38.436080900+00:00,1.0,,,,
2019-12-24 09:41:13.555085800+00:00,,0.0,,,
2019-12-24 09:41:22.760071300+00:00,,,,,0.0
2019-12-24 09:41:38.811081300+00:00,0.0,,,,
2019-12-24 09:41:39.407021700+00:00,,,0.0,,
2019-12-24 09:48:38.192006200+00:00,1.0,,,,
2019-12-24 09:48:42.194094100+00:00,,,1.0,,
2019-12-24 09:48:43.364097900+00:00,,,,,1.0
2019-12-24 09:50:10.495028800+00:00,,,,,0.0
2019-12-24 09:50:17.395004+00:00,,,0.0,,
2019-12-24 09:50:17.786043+00:00,0.0,,,,
2019-12-24 09:50:29.086027900+00:00,1.0,,,,
2019-12-24 09:50:36.137068300+00:00,,,,,1.0
2019-12-24 09:50:36.730052+00:00,,,1.0,,
2019-12-24 09:51:30.049042900+00:00,0.0,,,,
2019-12-24 09:51:36.480058200+00:00,,,,,0.0
2019-12-24 09:51:37.391020700+00:00,,,0.0,,
2019-12-24 09:52:38.473026200+00:00,,,1.0,,
2019-12-24 09:54:10.069069300+00:00,,,,,1.0
2019-12-24 09:55:39.292091400+00:00,1.0,,,,
2019-12-24 09:55:49.166052300+00:00,,,,1.0,
2019-12-24 09:56:13.419025200+00:00,,,0.0,,
2019-12-24 09:56:20.727008500+00:00,,,,,0.0
2019-12-24 09:56:39.792069300+00:00,0.0,,,,
2019-12-24 09:59:02.818074600+00:00,1.0,,,,
2019-12-24 09:59:06.113078400+00:00,,,1.0,,
2019-12-24 09:59:07.254091600+00:00,,,,,1.0
2019-12-24 09:59:12.991007900+00:00,,1.0,,,
2019-12-24 10:01:00.300064600+00:00,,0.0,,,
2019-12-24 10:01:01.719018100+00:00,,,,,0.0
2019-12-24 10:01:02.790057300+00:00,0.0,,,,
2019-12-24 10:01:03.638099600+00:00,,,0.0,,
2019-12-24 10:02:00.101087500+00:00,,,,0.0,
2019-12-24 10:03:18.799038300+00:00,1.0,,,,
2019-12-24 10:03:22.862072+00:00,,,1.0,,
2019-12-24 10:03:23.869061800+00:00,,,,,1.0
2019-12-24 10:03:25.561051700+00:00,,1.0,,,
2019-12-24 10:04:19.779013600+00:00,0.0,,,,
2019-12-24 10:04:23.676098900+00:00,,,0.0,,
2019-12-24 10:04:36.379060200+00:00,1.0,,,,
2019-12-24 10:05:00.359014300+00:00,,,1.0,,
2019-12-24 10:05:27.514013600+00:00,,0.0,,,
2019-12-24 10:05:59.751066500+00:00,,,,,0.0
2019-12-24 10:06:01.643033+00:00,,,0.0,,
2019-12-24 10:06:03.780005500+00:00,0.0,,,,
2019-12-24 10:06:19.454015200+00:00,1.0,,,,
2019-12-24 10:06:52.852061500+00:00,,,,,1.0
2019-12-24 10:07:48.042053800+00:00,0.0,,,,
2019-12-24 10:07:53.469042700+00:00,,,,,0.0
2019-12-24 10:26:35.394056700+00:00,,,,,1.0
2019-12-24 10:26:40.261041900+00:00,1.0,,,,
2019-12-24 10:27:35.483055500+00:00,,,,,0.0
2019-12-24 10:27:40.782041400+00:00,0.0,,,,
2019-12-24 10:28:23.403051500+00:00,,,,1.0,
2019-12-24 10:30:32.230076800+00:00,1.0,,,,
2019-12-24 10:30:37.491095800+00:00,,,,,1.0
2019-12-24 10:30:57.666027100+00:00,,,1.0,,
2019-12-24 10:31:38.720090700+00:00,,,,,0.0
2019-12-24 10:31:58.386038200+00:00,,,0.0,,
2019-12-24 10:31:59.769090500+00:00,0.0,,,,
2019-12-24 10:34:29.115088400+00:00,1.0,,,,
2019-12-24 10:34:36.247066300+00:00,,,,,1.0
2019-12-24 10:34:37.280022700+00:00,,,1.0,,
2019-12-24 10:35:37.363066900+00:00,,,0.0,,
2019-12-24 10:36:04.697059900+00:00,,,,,0.0
2019-12-24 10:36:34.064091100+00:00,,,1.0,,
2019-12-24 10:36:34.431083300+00:00,,,,,1.0
2019-12-24 10:36:36.825033600+00:00,,1.0,,,
2019-12-24 10:37:14.988020300+00:00,0.0,,,,
2019-12-24 10:37:17.549078+00:00,1.0,,,,
2019-12-24 10:38:06.504044700+00:00,,0.0,,,
2019-12-24 10:38:09.427039300+00:00,,,,,0.0
2019-12-24 10:38:17.756085700+00:00,0.0,,,,
2019-12-24 10:38:18.329079900+00:00,,,0.0,,
2019-12-24 10:41:29.330009900+00:00,,,,0.0,
2019-12-24 10:43:53.498001100+00:00,,,,1.0,
2019-12-24 10:57:57.081092500+00:00,,,,0.0,
2019-12-24 12:07:34.390067800+00:00,,,,1.0,
2019-12-24 12:07:50.990065300+00:00,1.0,,,,
2019-12-24 12:07:56.271099300+00:00,,,1.0,,
2019-12-24 12:07:57.892033400+00:00,,,,,1.0
2019-12-24 12:08:57.228043300+00:00,,,0.0,,
2019-12-24 12:09:36.373019200+00:00,,,,,0.0
2019-12-24 12:09:39.746017300+00:00,0.0,,,,
2019-12-24 12:09:39.853082600+00:00,,,,,1.0
2019-12-24 12:09:48.168029200+00:00,,,1.0,,
2019-12-24 12:09:48.979078+00:00,1.0,,,,
2019-12-24 12:10:40.623069700+00:00,,,,,0.0
2019-12-24 12:10:48.505042200+00:00,,,0.0,,
2019-12-24 12:10:49.929011400+00:00,0.0,,,,
2019-12-24 12:11:04.469050+00:00,1.0,,,,
2019-12-24 12:11:10.932012900+00:00,,,1.0,,
2019-12-24 12:11:10.999018600+00:00,,,,,1.0
2019-12-24 12:11:17.425070800+00:00,,1.0,,,
2019-12-24 12:11:47.305005100+00:00,,,,0.0,
2019-12-24 12:12:04.687050800+00:00,0.0,,,,
2019-12-24 12:12:12.255027300+00:00,,,0.0,,
2019-12-24 12:12:21.918012900+00:00,1.0,,,,
2019-12-24 12:12:28.353044700+00:00,,,1.0,,
2019-12-24 12:13:10.481040400+00:00,,0.0,,,
2019-12-24 12:13:18.659074900+00:00,,,,,0.0
2019-12-24 12:13:22.676012100+00:00,0.0,,,,
2019-12-24 12:14:03.543081600+00:00,,,0.0,,
2019-12-24 12:14:26.878003700+00:00,,,1.0,,
2019-12-24 12:14:46.414008200+00:00,,,,,1.0
2019-12-24 12:15:39.278082+00:00,1.0,,,,
2019-12-24 12:16:26.487051400+00:00,,,0.0,,
2019-12-24 12:16:29.354016800+00:00,,,,,0.0
2019-12-24 12:16:38.447072100+00:00,,,,1.0,
2019-12-24 12:16:39.666030700+00:00,0.0,,,,
2019-12-24 12:25:52.975090100+00:00,1.0,,,,
2019-12-24 12:25:57.176030100+00:00,,,1.0,,
2019-12-24 12:25:57.715029800+00:00,,,,,1.0
2019-12-24 12:26:53.961045+00:00,0.0,,,,
2019-12-24 12:26:57.292009200+00:00,,,0.0,,
2019-12-24 12:26:58.636076300+00:00,,,,,0.0
2019-12-24 12:28:23.060040800+00:00,,,,0.0,
2019-12-24 12:39:21.859013700+00:00,,,,,1.0
2019-12-24 12:39:24.563081900+00:00,,1.0,,,
2019-12-24 12:39:29.880000500+00:00,,,1.0,,
2019-12-24 12:39:30.023098200+00:00,1.0,,,,
2019-12-24 12:40:02.581094+00:00,,,,1.0,
2019-12-24 12:40:22.569031900+00:00,,,,,0.0
2019-12-24 12:40:25.456056400+00:00,,0.0,,,
2019-12-24 12:40:31.218018400+00:00,,,0.0,,
2019-12-24 12:41:30.930024300+00:00,0.0,,,,
2019-12-24 12:41:35.934021800+00:00,1.0,,,,
2019-12-24 12:46:45.226078+00:00,,,,0.0,
2019-12-24 12:48:53.941022800+00:00,,,,1.0,
2019-12-24 12:51:13.039058800+00:00,,,1.0,,
